ClubName,ClubNameShort,CountryName,LeagueName,ClubFMId
Frohlich Foieni,,Romania,Romanian Fourth League Satu Mare,57068916
AFC Asalt Bucuresti,Asalt Bucuresti,Romania,Romanian Fourth League Bucuresti,57167683
CSM Dacia Orastie 2010,Dacia Orastie,Romania,Romanian Fourth League Hunedoara,57065444
AS Infratirea Zoita,Zoita,Romania,Romanian Fourth League Buzau,57076872
AS Tineretul Morareni,Tineretul Morareni,Romania,Romanian Fourth League Harghita,57190796
ACS Astra Plosca,Astra Plosca,Romania,Romanian Fourth League Teleorman,57110375
AS Croatia Clocotici,Clocotici,Romania,Romanian Fourth League Caras-Severin,57107738
ACS Socodor,CS Socodor,Romania,Romanian Fourth League Arad,57155360
FC Bolintin Deal,Bolintin Deal,Romania,Romanian Fourth League Giurgiu,57159169
CS Sparta Medias,,Romania,Romanian Fourth League Sibiu,57000112
ACS Muresul Rusii Munti,Muresul Rusii Munti,Romania,Romanian Fourth League Mures,57072305
AS Cetatea Homorod,Cetatea Homorod,Romania,Romanian Fourth League Brasov,57048654
ACS Vointa Visani,Visani,Romania,Romanian Fourth League Braila,57071640
CS Stejarul Barnova,Stejarul Barnova,Romania,Romanian Fourth League Iasi,57143003
Vointa Babta,Babta,Romania,Romanian Fourth League Satu Mare,57068925
ACS FC Sansimion,Sansimion,Romania,Romanian Fourth League Harghita,57142995
FC Lapusul Targu Lapus,Lapusul,Romania,Romanian Fourth League Maramures,57065527
AS Recolta Salistea de Sus,Recolta Salistea,Romania,Romanian Fourth League Maramures,57072347
ACS Dunarea Gradistea,,Romania,Romanian Fourth League Calarasi,57076787
Real Andrid,,Romania,Romanian Fourth League Satu Mare,57068864
CS Pro Muresul Toplita,Pro Muresul Toplita,Romania,Romanian Fourth League Harghita,57142991
CS Manesti 2013 Coada Izvorului,Manesti,Romania,Romanian Fourth League Prahova,57153920
FC Rapid Brodoc,Rapid Brodoc,Romania,Romanian Fourth League Vaslui,57190748
AS Unirea Ungureni,Unirea Ungureni,Romania,Romanian Fourth League Dambovita,57142947
AFC UTA Arad II,UTA Arad II,Romania,Romanian Fourth League Arad,57127505
AS Progresul Terezian Sibiu,Progresul Terezian,Romania,Romanian Fourth League Sibiu,57086577
Silvania Cehu Silvaniei,Cehu Silvaniei,Romania,Romanian Fourth League Salaj,57061216
ACS Tricolorul Jegalia,Jegalia,Romania,Romanian Fourth League Calarasi,57086465
CS Berceni,,Romania,Romanian Fourth League Ilfov,57159067
AS Olimpicii Ulmi,Olimpicii Ulmi,Romania,Romanian Fourth League Dambovita,57170881
CS Glogovat 2013,CS Glogovat,Romania,Romanian Fourth League Arad,57142864
ACS Avantul Bragadiru,Avantul Bragadiru,Romania,Romanian Fourth League Teleorman,57143071
ACS Gloria Berevoiesti,Gloria Berevoiesti,Romania,Romanian Fourth League Arges,57142870
ACS Draganesti Vlasca,Draganesti Vlasca,Romania,Romanian Fourth League Teleorman,57154235
ACS Raza de Soare Acatari,Raza de Soare,Romania,Romanian Fourth League Mures,57143043
Victoria Letcani,Letcani,Romania,Romanian Fourth League Iasi,57107749
CS Podgoria Pancota,Podgoria Pancota,Romania,Romanian Fourth League Arad,57169868
AS Recolta Salcioara,Recolta Salcioara,Romania,Romanian Fourth League Buzau,57110206
ACS Sovata,,Romania,Romanian Fourth League Mures,57175454
CS Viitorul Bors,,Romania,Romanian Fourth League Bihor,57082716
FC 2006 Partizan Crivat,Crivat,Romania,Romanian Fourth League Calarasi,57076777
CS Paulesti,,Romania,Romanian Fourth League Prahova,57075298
Oltul Slatioara,,Romania,Romanian Fourth League Olt,57075280
AFC Micesti,,Romania,Romanian Fourth League Alba,57129838
ACS Prejmer,Prejmer,Romania,Romanian Fourth League Brasov,57119008
Victoria Apa,,Romania,Romanian Fourth League Satu Mare,57121930
AS Covasna,,Romania,Romanian Fourth League Covasna,57110239
CSM Fieni,,Romania,Romanian Fourth League Dambovita,57065313
CS Moldova Noua,Moldova Noua,Romania,Romanian Fourth League Caras-Severin,57009455
AS 2000 Bucecea,Bucecea,Romania,Romanian Fourth League Botosani,57065203
AS Vointa Saelele 2017,Vointa Saelele,Romania,Romanian Fourth League Teleorman,57191036
CS Metalul Peretu,Peretu,Romania,Romanian Fourth League Teleorman,57061224
Stejarul Sinesti,Sinesti,Romania,Romanian Fourth League Iasi,57053613
AS Sporting Odorheiu Secuiesc,Sporting Odorheiu,Romania,Romanian Fourth League Harghita,57190795
CS Victoria Chirnogi,Chirnogi,Romania,Romanian Fourth League Calarasi,57053602
CS Paulisana Paulis,Paulisana Paulis,Romania,Romanian Fourth League Arad,57034810
CS Eforie,,Romania,Romanian Fourth League Constanta,57031920
Somesul Somes Odorhei,,Romania,Romanian Fourth League Salaj,57191017
ACS Nemere Ghelinta,Nemere,Romania,Romanian Fourth League Covasna,57061163
AS Unirea Sisesti,Unirea Sisesti,Romania,Romanian Fourth League Maramures,57072314
Gloria Baltati,Baltati,Romania,Romanian Fourth League Iasi,57061183
AS Viitorul Vama Seaca,Viitorul Vama Seaca,Romania,Romanian Fourth League Alba,57188099
Muncitorul Ghidigeni,Ghidigeni,Romania,Romanian Fourth League Galati,57065321
CS Ineu,,Romania,Romanian Fourth League Arad,7542202
CSM Dierna Orsova,Dierna Orsova,Romania,Romanian Fourth League Mehedinti,57050199
Viitorul Harlau,,Romania,Romanian Fourth League Iasi,57049859
CSM Fetesti,,Romania,Romanian Fourth League Ialomita,57190800
Quantum Club Galati,Quantum Galati,Romania,Romanian Fourth League Galati,57110288
AS Negri,,Romania,Romanian Fourth League Bacau,57061084
FC Vulturesti,,Romania,Romanian Fourth League Vaslui,57190750
ACS Victoria Bucuresti,Victoria Bucuresti,Romania,Romanian Fourth League Bucuresti,57121530
AS Filipesti,,Romania,Romanian Fourth League Bacau,57061077
CS Chimia Orasul Victoria,Orasul Victoria,Romania,Romanian Fourth League Brasov,57116099
ACS Roseti,Roseti,Romania,Romanian Fourth League Calarasi,57057213
CS Bradul Zetea,Bradul Zetea,Romania,Romanian Fourth League Harghita,57190793
Viitorul Osica de Jos,Osica de Jos,Romania,Romanian Fourth League Olt,57172626
AFC Progresul Fundulea,Fundulea,Romania,Romanian Fourth League Calarasi,57059836
FC 2007 Garceni,Garceni,Romania,Romanian Fourth League Vaslui,57057280
AS Magura Casin,Casin,Romania,Romanian Fourth League Bacau,57107702
Viitorul Gradinile,,Romania,Romanian Fourth League Olt,57065271
CS Tomesti,Tomesti,Romania,Romanian Fourth League Iasi,57072169
AS Zorile Moisei,Zorile Moisei,Romania,Romanian Fourth League Maramures,57072329
AS Perko Sanzieni,Perko Sanzieni,Romania,Romanian Fourth League Covasna,57071805
ACS Soimii Simand,Soimii Simand,Romania,Romanian Fourth League Arad,57142866
CSO Ovidiu,,Romania,Romanian Fourth League Constanta,57000248
ACS Progresul Matasaru,Progresul Matasaru,Romania,Romanian Fourth League Dambovita,57142955
Viitorul Rusanesti,,Romania,Romanian Fourth League Olt,57075278
CS Unirea Sannicolau Mare,Sannicolau Mare,Romania,Romanian Fourth League Timis,7542455
AS Atletic Tirgu Mures,Atletic Tirgu Mures,Romania,Romanian Fourth League Mures,57143039
AS Phoenix Posta Calnau,Posta Calnau,Romania,Romanian Fourth League Buzau,57061114
ACS Unirea Amarastii de Jos,Amarastii de Jos,Romania,Romanian Fourth League Dolj,57190462
ACS Spicul Daia Romana,Spicul Daia Romana,Romania,Romanian Fourth League Alba,57142860
AS Victoria Vatra Moldovitei,Vatra Moldovitei,Romania,Romanian Fourth League Suceava,57129934
CSA Axiopolis Sport Cernavoda II,Axiopolis II,Romania,Romanian Fourth League Constanta,57190301
AS Sportul Voinesti 2016,Sportul Voinesti,Romania,Romanian Fourth League Dambovita,57190460
CS Novaci,,Romania,Romanian Fourth League Gorj,57159174
FC Somesul Gilau,Somesul Gilau,Romania,Romanian Fourth League Cluj,57057217
AS Progresul 1906 Ciacova,Ciacova,Romania,Romanian Fourth League Timis,57154435
Victoria Tecuci,,Romania,Romanian Fourth League Galati,57050255
AFC Iazu,,Romania,Romanian Fourth League Ialomita,57174510
ACS Viitorul Sutesti,Sutesti,Romania,Romanian Fourth League Braila,57086429
AS Livada,,Romania,Romanian Fourth League Satu Mare,57068868
AS Victoria Lunca,Victoria Lunca,Romania,Romanian Fourth League Teleorman,57191038
AS Moldova Draguseni,Moldova Draguseni,Romania,Romanian Fourth League Suceava,57080185
ACS Unirea Tritenii de Jos,Unirea Triteni,Romania,Romanian Fourth League Cluj,57065299
ACS Maxima Hobaia,Maxima Hobaia,Romania,Romanian Fourth League Giurgiu,57190753
ACS Nicolae Linca Cergau,Nicolae Linca Cergau,Romania,Romanian Fourth League Alba,57188098
CS Ciurea,,Romania,Romanian Fourth League Iasi,57061181
Progresul Deleni,,Romania,Romanian Fourth League Iasi,57188333
Avantul Maneciu,,Romania,Romanian Fourth League Prahova,57061204
ACS Academia de Fotbal Muscelul,Muscelul Campulung,Romania,Romanian Fourth League Arges,57207224
AS Vointa Visina,,Romania,Romanian Fourth League Dambovita,57190459
AS Zorile Faraoani,,Romania,Romanian Fourth League Bacau,57189778
ACS Progresul Ezeris,Progresul Ezeris,Romania,Romanian Fourth League Caras-Severin,57190062
ACS Sandominic,Sandominic,Romania,Romanian Fourth League Harghita,57190787
CSM Alexandria II,,Romania,Romanian Fourth League Teleorman,57168341
CSM Sighisoara,,Romania,Romanian Fourth League Mures,57189761
AFC Victoria Plenita,Victoria Plenita,Romania,Romanian Fourth League Dolj,57174931
CS FC Suciu de Sus,Suciu de Sus,Romania,Romanian Fourth League Maramures,57175434
ACS Vulturul Mintiu-Gherlii,Mintiu Gherlii,Romania,Romanian Fourth League Cluj,57065302
Dacia Mediesu Aurit,,Romania,Romanian Fourth League Satu Mare,57061211
CS Jaristea,Jaristea,Romania,Romanian Fourth League Vrancea,57061229
AS Homorod Meresti,Meresti,Romania,Romanian Fourth League Harghita,57072002
ACS Viitorul Insuratei,Viitorul Insuratei,Romania,Romanian Fourth League Braila,57000247
CSC Suseni,Suseni,Romania,Romanian Fourth League Arges,57061073
AS Steaua Radovanu,Radovanu,Romania,Romanian Fourth League Calarasi,57059835
CS Viitorul Curcani,,Romania,Romanian Fourth League Calarasi,57057209
AS Metalul Bocsa,Metalul Bocsa,Romania,Romanian Fourth League Caras-Severin,57050101
FC Unirea Scanteia,,Romania,Romanian Fourth League Iasi,57155348
AS Spicul Valcelele,,Romania,Romanian Fourth League Calarasi,57155991
CSC Crisul Santandrei,Crisul Santandrei,Romania,Romanian Fourth League Bihor,57082720
ACS Gloria Zemes,Gloria Zemes,Romania,Romanian Fourth League Bacau,57116083
CS Osorhei,,Romania,Romanian Fourth League Bihor,57102777
CS Agyagfalvi Lendulet Lutita,Lutita,Romania,Romanian Fourth League Harghita,57190797
CS Metalul Vlahita,Metalul Vlahita,Romania,Romanian Fourth League Harghita,57059845
AS Unirea Bucsani,Unirea Bucsani,Romania,Romanian Fourth League Dambovita,57171303
AS Unirea Colibasi,Unirea Colibasi,Romania,Romanian Fourth League Dambovita,57171295
AS Viitorul Butesti,Viitorul Butesti,Romania,Romanian Fourth League Teleorman,57168347
CS Diosig Bihardioszeg,Diosig,Romania,Romanian Fourth League Bihor,57142882
AS Seceani,Seceani,Romania,Romanian Fourth League Timis,57154436
CS Unirea Valea lui Mihai,Unirea Valea lui Mihai,Romania,Romanian Fourth League Bihor,57048105
CS Minerul Balan,Minerul Balan,Romania,Romanian Fourth League Harghita,57142993
ACS Costesti,,Romania,Romanian Fourth League Arges,57188349
Schwaben Kalmandi Camin,,Romania,Romanian Fourth League Satu Mare,57068929
Recolta Sanislau,,Romania,Romanian Fourth League Satu Mare,57068922
AS Luceafarul Trestieni,Luceafarul Trestieni,Romania,Romanian Fourth League Giurgiu,57117767
CS Unirea Izvoarele,Unirea Izvoarele,Romania,Romanian Fourth League Giurgiu,57117747
CS Parangul Bumbesti-Jiu,Parangul Bumbesti-Jiu,Romania,Romanian Fourth League Gorj,57061178
AS LSS Vointa Sibiu,LSS Vointa,Romania,Romanian Fourth League Sibiu,57114225
LPS Suceava,,Romania,Romanian Fourth League Suceava,57161653
Unirea Paulesti,,Romania,Romanian Fourth League Satu Mare,57068896
ATSC Reci,Reci,Romania,Romanian Fourth League Covasna,57156894
AS Viitorul Tintava,Tintava,Romania,Romanian Fourth League Giurgiu,57142979
AFC Agnita,,Romania,Romanian Fourth League Sibiu,57061219
ACS Ardealul Criseni,Ardealul Criseni,Romania,Romanian Fourth League Salaj,57065581
AS Iza Dragomiresti,Iza,Romania,Romanian Fourth League Maramures,57065531
FC Victoria Lehliu,,Romania,Romanian Fourth League Calarasi,57061148
Tineretea Izvoarele,,Romania,Romanian Fourth League Prahova,57075294
AS Unirea Dragalina,,Romania,Romanian Fourth League Calarasi,57076761
Moldova Cordun,Cordun,Romania,Romanian Fourth League Neamt,57072389
Farul Tuzla,,Romania,Romanian Fourth League Constanta,57061160
AS Energia Sasciori,Sasciori,Romania,Romanian Fourth League Alba,57105161
AS Luceafarul Dragomiresti,Luceafarul Dragomiresti,Romania,Romanian Fourth League Dambovita,57110277
CS Progresul Segarcea,Segarcea,Romania,Romanian Fourth League Dolj,57061169
Venus Dumbrava,,Romania,Romanian Fourth League Satu Mare,57191023
AS Aripile Brasov,Aripile Brasov,Romania,Romanian Fourth League Brasov,57031062
Petrolul 95 Ploiesti,Petrolul 95,Romania,Romanian Fourth League Prahova,57030984
CS Victoria Vinju Mare,Victoria Vinju Mare,Romania,Romanian Fourth League Mehedinti,57191011
CS Navobi Alba Iulia,CS Navobi,Romania,Romanian Fourth League Alba,57188097
Unirea Embrak Livada,,Romania,Romanian Fourth League Bihor,57155761
Unirea Urlati,,Romania,Romanian Fourth League Prahova,57075296
ASFC Viitorul Berca,Viitorul Berca,Romania,Romanian Fourth League Buzau,57189815
CS Farcasa,,Romania,Romanian Fourth League Maramures,57065529
ASO Deta,,Romania,Romanian Fourth League Timis,57065623
Victoria Independenta,,Romania,Romanian Fourth League Galati,57065338
CS Somesul Oar,Somesul Oar,Romania,Romanian Fourth League Satu Mare,57061214
AS Unirea Saveni,Unirea Saveni,Romania,Romanian Fourth League Botosani,57065201
ACS Rapid Ungureni,Rapid Ungureni,Romania,Romanian Fourth League Botosani,57065209
AFC Babeni,,Romania,Romanian Fourth League Valcea,57065637
CS Zmeii Ogrezeni,Zmeii Ogrezeni,Romania,Romanian Fourth League Giurgiu,57071970
Trotusul Ruginesti,Ruginesti,Romania,Romanian Fourth League Vrancea,57065651
ACS Unirea Politehnica Bucuresti,Unirea Poli Bucuresti,Romania,Romanian Fourth League Bucuresti,57188319
ACS Supporter 2.0 Cluj-Napoca,Supporter 2.0,Romania,Romanian Fourth League Cluj,57188383
Vointa Cudalbi 2015,Vointa Cudalbi,Romania,Romanian Fourth League Galati,57190464
AS Peciu Nou,Peciu Nou,Romania,Romanian Fourth League Timis,57050302
ACS Viitorul Ungheni,Viitorul Ungheni,Romania,Romanian Fourth League Mures,57117785
CS Victoria Felnac,Victoria Felnac,Romania,Romanian Fourth League Arad,57142865
ACS Recolta Ostroveni,Ostroveni,Romania,Romanian Fourth League Dolj,57054962
ACS Sancrai Nazna,Sancrai Nazna,Romania,Romanian Fourth League Mures,57110361
CS Portul Constanta,Portul Constanta,Romania,Romanian Fourth League Constanta,7544887
Unirea Piscolt,,Romania,Romanian Fourth League Satu Mare,57068934
Olimpic Bocsa,,Romania,Romanian Fourth League Salaj,57119878
AFC Rapid,,Romania,Romanian Fourth League Bucuresti,57161240
ACS Petrolul Roata,Petrolul Roata,Romania,Romanian Fourth League Giurgiu,57117765
AS Spicul Izvoru,Spicul Izvoru,Romania,Romanian Fourth League Giurgiu,57065369
AS Vointa Slobozia,Vointa Slobozia,Romania,Romanian Fourth League Giurgiu,57065383
AS 2017 Slatina Timis,Slatina Timis,Romania,Romanian Fourth League Caras-Severin,57190060
CS Timisul Sag,Timisul Sag,Romania,Romanian Fourth League Timis,57050303
AS Harghita Aita Mare,Aita Mare,Romania,Romanian Fourth League Covasna,57142941
AS Iepuresti,,Romania,Romanian Fourth League Giurgiu,57175263
AS CS Cetate 800 Ardud,Cetate Ardud,Romania,Romanian Fourth League Satu Mare,57088308
FC Metaloglobus Bucuresti II,Metaloglobus II,Romania,Romanian Fourth League Bucuresti,57088032
ACS Viitorul Baleasa,Viitorul Baleasa,Romania,Romanian Fourth League Olt,57191015
Vointa Schitu,,Romania,Romanian Fourth League Olt,57191016
CS Amara,,Romania,Romanian Fourth League Ialomita,57057241
ACS Bradul Viseu de Sus,Bradul Viseu,Romania,Romanian Fourth League Maramures,57072344
AS Inter Salcia,Inter Salcia,Romania,Romanian Fourth League Mehedinti,57175127
ASC Sarmasu 2005,,Romania,Romanian Fourth League Mures,57065513
Unirea Ion Roata,,Romania,Romanian Fourth League Ialomita,57065461
AS Viitorul Negomir,Viitorul Negomir,Romania,Romanian Fourth League Gorj,57065425
AS Silver Inter Zorile,Inter Zorile,Romania,Romanian Fourth League Giurgiu,57065385
AS Dunarea Oinacu,Dunarea Oinacu,Romania,Romanian Fourth League Giurgiu,57065354
CS Rapid Clejani,Rapid Clejani,Romania,Romanian Fourth League Giurgiu,57071977
AS Progresul Sita Buzaului,Sita Buzaului,Romania,Romanian Fourth League Covasna,57071815
AS Avantul Ilieni,Avantul Ilieni,Romania,Romanian Fourth League Covasna,57071809
AS Chiesd,,Romania,Romanian Fourth League Salaj,57065573
Vointa Lazuri,,Romania,Romanian Fourth League Satu Mare,57068890
ACS Campionii FC Arges II,FC Arges II,Romania,Romanian Fourth League Arges,57002816
ACS Minerul Uricani,Minerul Uricani,Romania,Romanian Fourth League Hunedoara,57000254
Stiinta ACALAB Poarta Alba,Poarta Alba,Romania,Romanian Fourth League Constanta,57061156
ACS Locomotiva Buzau,Locomotiva Buzau,Romania,Romanian Fourth League Buzau,57061112
ACS Miercurea Nirajului,Miercurea Nirajului,Romania,Romanian Fourth League Mures,57048026
Avantul Vanatori,,Romania,Romanian Fourth League Galati,57059838
ACS Vointa Masloc,Masloc,Romania,Romanian Fourth League Timis,57126697
AS Unirea Cosoba,Unirea Cosoba,Romania,Romanian Fourth League Giurgiu,57117769
ACS Recolta Fantanele,Recolta Fantanele,Romania,Romanian Fourth League Suceava,57143069
ACS Bradul Grosii Tiblesului,Grosii Tiblesului,Romania,Romanian Fourth League Maramures,57110354
Sporting Barlad,,Romania,Romanian Fourth League Vaslui,57159526
AS Ghenci,,Romania,Romanian Fourth League Satu Mare,57191029
AS Unirea Mosteni,Unirea Mosteni,Romania,Romanian Fourth League Teleorman,57191037
Viitorul Lucaceni,,Romania,Romanian Fourth League Satu Mare,57191028
AS Soimii Otelu Rosu 2015,Otelu Rosu,Romania,Romanian Fourth League Caras-Severin,57190061
AS Podul Doamnei,Podul Doamnei,Romania,Romanian Fourth League Giurgiu,57190752
CS Cocosul Ortisoara,Cocosul,Romania,Romanian Fourth League Timis,57113844
AS Flacara 1907 Flamanzi,Flacara Flamanzi,Romania,Romanian Fourth League Botosani,57086423
AS Ileanda,,Romania,Romanian Fourth League Salaj,57075245
Staruinta Berveni,,Romania,Romanian Fourth League Satu Mare,57068919
CS Dofteana,,Romania,Romanian Fourth League Bacau,57069385
AS Prosport Varfu Campului,Prosport Vf. Campului,Romania,Romanian Fourth League Botosani,57065207
AS Romprim,Romprim,Romania,Romanian Fourth League Bucuresti,57048651
AS Cosniciu,,Romania,Romanian Fourth League Salaj,57191018
Victoria Zimbrul Bordeasca,,Romania,Romanian Fourth League Vrancea,57191041
AS Bradu,,Romania,Romanian Fourth League Sibiu,57175600
AS Strejnic,,Romania,Romanian Fourth League Prahova,57189667
CS Unirea Grivita,Unirea Grivita,Romania,Romanian Fourth League Ialomita,57072041
AFCS Carpati Berivoi,Berivoi,Romania,Romanian Fourth League Brasov,57065213
AS FC Cernat,FC Cernat,Romania,Romanian Fourth League Covasna,57071811
AS Juventus Bascov,Juventus Bascov,Romania,Romanian Fourth League Arges,57015201
Crisul Alesd,,Romania,Romanian Fourth League Bihor,57048721
AS Barsanesti,,Romania,Romanian Fourth League Bacau,57189772
AS Avantul Baia-de-Fier,Avantul Baia-de-Fier,Romania,Romanian Fourth League Gorj,57061174
ASFC Bretcu,FC Bretcu,Romania,Romanian Fourth League Covasna,57061164
ACS Comunal Cazasu,Cazasu,Romania,Romanian Fourth League Braila,57061106
CS Recolta Gheorghe Lazar 2017,Recolta Gheorghe Lazar,Romania,Romanian Fourth League Ialomita,57057237
AS Real Colibasi,Real Colibasi,Romania,Romanian Fourth League Giurgiu,57117763
ACS Basarabi Curtea de Arges,Basarabi Curtea de Arges,Romania,Romanian Fourth League Arges,57154113
FC Universitatea Oradea,Universitatea Oradea,Romania,Romanian Fourth League Bihor,57129914
CSM Jiul Petrosani,Jiul,Romania,Romanian Fourth League Hunedoara,1300956
ACS Homocea,Homocea,Romania,Romanian Fourth League Vrancea,57061232
AS Soimii Siriu,Siriu,Romania,Romanian Fourth League Buzau,57065250
AS Viitorul Vedea,Viitorul Vedea,Romania,Romanian Fourth League Giurgiu,57065373
Sportul Botiz,,Romania,Romanian Fourth League Satu Mare,57068886
AS Siretul Bacau,Siretul Bacau,Romania,Romanian Fourth League Bacau,57069389
AS CFR Dej,CFR Dej,Romania,Romanian Fourth League Cluj,57071755
CS Mihail Kogalniceanu,Mihail Kogalniceanu,Romania,Romanian Fourth League Constanta,57071783
Agrostar Tulucesti,,Romania,Romanian Fourth League Galati,57175026
AS Spicul Seica Mare,,Romania,Romanian Fourth League Sibiu,57175605
AS Viitorul Urechesti,,Romania,Romanian Fourth League Bacau,57189773
AS Ezustfenyo Ciceu,Ezustfenyo Ciceu,Romania,Romanian Fourth League Harghita,57190788
AS Obirsia de Camp,Obirsia de Camp,Romania,Romanian Fourth League Mehedinti,57191012
AS Diadema Gheraseni,Gheraseni,Romania,Romanian Fourth League Buzau,57110198
Avantul Draganesti,,Romania,Romanian Fourth League Galati,57110289
LPS Cetate Deva II,Cetate Deva II,Romania,Romanian Fourth League Hunedoara,57142997
AS Beroe Ostrov,Beroe Ostrov,Romania,Romanian Fourth League Tulcea,57143075
AS Andycom Avramesti,Andycom Avramesti,Romania,Romanian Fourth League Harghita,57190799
AS Recolta Blajani,,Romania,Romanian Fourth League Buzau,57189814
Viitorul Vetis,,Romania,Romanian Fourth League Satu Mare,57068931
AS Somesul Feldru 1954,Somesul Feldru,Romania,Romanian Fourth League Bistrita-Nasaud,57071584
Vointa Sendriceni,Sendriceni,Romania,Romanian Fourth League Botosani,57065161
CS Bastya Lazarea,Bastya Lazarea,Romania,Romanian Fourth League Harghita,57159184
FC Olt Scornicesti,,Romania,Romanian Fourth League Olt,57159178
AS Aripile Cleja,Aripile Cleja,Romania,Romanian Fourth League Bacau,57155760
CS Madaras,Madaras,Romania,Romanian Fourth League Bihor,57142884
ACS Progresul 2012 Dumbravita,Progresul Dumbravita,Romania,Romanian Fourth League Maramures,57143025
CSC Dumbraveni,Dumbraveni,Romania,Romanian Fourth League Vrancea,57110166
CSO Stei,,Romania,Romanian Fourth League Bihor,57082714
ACS Vointa Doba,,Romania,Romanian Fourth League Satu Mare,57068894
AS FC Talmaciu,,Romania,Romanian Fourth League Sibiu,57065585
Recolta Barcanesti,,Romania,Romanian Fourth League Ialomita,57065473
AS Minerul II Matasari,Minerul II Matasari,Romania,Romanian Fourth League Gorj,57061176
Viitorul Costache Negri,,Romania,Romanian Fourth League Galati,57086494
ASCSC Orlesti,Vointa Orlesti,Romania,Romanian Fourth League Valcea,57072520
ASFC Real Teaca,Real Teaca,Romania,Romanian Fourth League Bistrita-Nasaud,57189812
AS Flacara Vaculesti,,Romania,Romanian Fourth League Botosani,57189801
AS Prietenii Rupea,Prietenii Rupea,Romania,Romanian Fourth League Brasov,57142905
AS Sportivul Trusesti,Trusesti,Romania,Romanian Fourth League Botosani,57071625
CS Zimbru Siret,Zimbru Siret,Romania,Romanian Fourth League Suceava,57066730
ACS Flacara Motatei,Flacara Motatei,Romania,Romanian Fourth League Dolj,57171059
AS Remeti,,Romania,Romanian Fourth League Maramures,57110350
ACS Pandurii Tudor Vladimirescu,Tudor Vladimirescu,Romania,Romanian Fourth League Braila,57109947
AS Gloria Comana,Gloria Comana,Romania,Romanian Fourth League Giurgiu,57065371
ACS Nera Bozovici,Nera Bozovici,Romania,Romanian Fourth League Caras-Severin,57050213
Dinamo Tataranu,,Romania,Romanian Fourth League Vrancea,57072438
ACS Salina Ocna Sugatag,Ocna Sugatag,Romania,Romanian Fourth League Maramures,57072335
AS Sahateni Vintileanca,,Romania,Romanian Fourth League Buzau,57189813
Recolta Stoicanesti,,Romania,Romanian Fourth League Olt,57075260
CS Bihorul Beius,Beius,Romania,Romanian Fourth League Bihor,57000108
CS Viitorul Cujmir,Viitorul Cujmir,Romania,Romanian Fourth League Mehedinti,57065490
AS Nistru,,Romania,Romanian Fourth League Maramures,57190801
AS Amatorii Rarau,Amatorii Rarau,Romania,Romanian Fourth League Suceava,57191032
AS Foresta Armenis,Foresta Armenis,Romania,Romanian Fourth League Caras-Severin,57172796
AS Turnu Severin,,Romania,Romanian Fourth League Mehedinti,57145021
CSM Olimpia Salonta,Olimpia Salonta,Romania,Romanian Fourth League Bihor,57116091
AS Stiinta Flacara Rosia de Amaradia,Rosia de Amaradia,Romania,Romanian Fourth League Gorj,57065421
AS Fraternitas Talmaciu,,Romania,Romanian Fourth League Sibiu,57211620
Cetatea Gidinti,,Romania,Romanian Fourth League Neamt,57211672
Vointa Bozieni,,Romania,Romanian Fourth League Neamt,57211671
AS Leii Sura Mica,,Romania,Romanian Fourth League Sibiu,57211621
ACS Viitorul Selimbar II,Viitorul Selimbar II,Romania,Romanian Fourth League Sibiu,57211618
AS Vulturul Poplaca,,Romania,Romanian Fourth League Sibiu,57211622
AS Victoria Viisoara,,Romania,Romanian Fourth League Cluj,57211623
AS Vulturii Galbinasi,,Romania,Romanian Fourth League Calarasi,57211639
Vointa Valea Ursului,,Romania,Romanian Fourth League Neamt,57211670
Valea Oltului Cilieni,,Romania,Romanian Fourth League Olt,57211678
AS Avintul Stejaru,,Romania,Romanian Fourth League Teleorman,57211616
Stiinta Cioflanu,,Romania,Romanian Fourth League Olt,57211677
Unirea Trifesti,,Romania,Romanian Fourth League Neamt,57211676
Moldova Pildesti,,Romania,Romanian Fourth League Neamt,57211675
Vointa Turt,,Romania,Romanian Fourth League Satu Mare,57211823
ACS Cetatea Turnu Magurele,,Romania,Romanian Fourth League Teleorman,57211615
AS WST Oniceni,,Romania,Romanian Fourth League Neamt,57211674
Stejarul Stanita,,Romania,Romanian Fourth League Neamt,57211673
CS Brazi Negoiesti,,Romania,Romanian Fourth League Prahova,57211766
AS Concordia Gramesti,,Romania,Romanian Fourth League Suceava,57211617
AS Forteni,,Romania,Romanian Fourth League Harghita,57211658
FC Orezu,,Romania,Romanian Fourth League Ialomita,57211662
Avantul Rovine,,Romania,Romanian Fourth League Ialomita,57211661
Infratirea Jilavele,,Romania,Romanian Fourth League Ialomita,57211660
CS Progresul Cerat,,Romania,Romanian Fourth League Dolj,57211648
AS Remenyseg Martinis,,Romania,Romanian Fourth League Harghita,57211659
AS Unirea Girla Mare,,Romania,Romanian Fourth League Mehedinti,57211664
AS Dinamo Inter Stanesti,,Romania,Romanian Fourth League Gorj,57211657
ACS Tineretul Poiana Mare,,Romania,Romanian Fourth League Dolj,57211650
AS Real Draganeasca,,Romania,Romanian Fourth League Giurgiu,57211656
ACS Viitorul Macesu de Sus,,Romania,Romanian Fourth League Dolj,57211651
AS Vointa Daia,,Romania,Romanian Fourth League Giurgiu,57211655
SCM Dunarea 2020 Giurgiu,,Romania,Romanian Fourth League Giurgiu,57211654
